itemId,modelId,skuId,itemName,modelName,skuPrice,CoGS
1193,4,1193_4,Item1193,Model4,258,200.023726
1088,1,1088_1,Item1088,Model1,514,393.729659
1088,2,1088_2,Item1088,Model2,514,393.729659
1088,3,1088_3,Item1088,Model3,514,393.729659
1088,4,1088_4,Item1088,Model4,514,393.729659
1592,1,1592_1,Item1592,Model1,514,321.6412801
1592,2,1592_2,Item1592,Model2,514,321.6412801
1592,3,1592_3,Item1592,Model3,514,321.6412801
1592,4,1592_4,Item1592,Model4,514,321.6412801
1886,1,1886_1,Item1886,Model1,514,387.7296053
1886,2,1886_2,Item1886,Model2,514,387.7296053
1886,3,1886_3,Item1886,Model3,514,387.7296053
1886,4,1886_4,Item1886,Model4,514,387.7296053
1523,1,1523_1,Item1523,Model1,259,158.9683069
1523,2,1523_2,Item1523,Model2,259,158.9683069
1523,3,1523_3,Item1523,Model3,259,158.9683069
1523,4,1523_4,Item1523,Model4,259,158.9683069
1311,1,1311_1,Item1311,Model1,515,411.8320977
1311,2,1311_2,Item1311,Model2,515,411.8320977
1311,3,1311_3,Item1311,Model3,515,411.8320977
1311,4,1311_4,Item1311,Model4,515,411.8320977
1063,1,1063_1,Item1063,Model1,771,523.0045742
1063,2,1063_2,Item1063,Model2,771,523.0045742
1063,3,1063_3,Item1063,Model3,771,523.0045742
1063,4,1063_4,Item1063,Model4,771,523.0045742
1887,1,1887_1,Item1887,Model1,771,613.0261805
1887,2,1887_2,Item1887,Model2,771,613.0261805
1887,3,1887_3,Item1887,Model3,771,613.0261805
1887,4,1887_4,Item1887,Model4,771,613.0261805
1634,1,1634_1,Item1634,Model1,260,171.2580067
1634,2,1634_2,Item1634,Model2,260,171.2580067
1634,3,1634_3,Item1634,Model3,260,171.2580067
1634,4,1634_4,Item1634,Model4,260,171.2580067
1852,1,1852_1,Item1852,Model1,260,170.1564234
1852,2,1852_2,Item1852,Model2,260,170.1564234
1852,3,1852_3,Item1852,Model3,260,170.1564234
1852,4,1852_4,Item1852,Model4,260,170.1564234
1924,1,1924_1,Item1924,Model1,260,175.5574464
1924,2,1924_2,Item1924,Model2,260,175.5574464
1924,3,1924_3,Item1924,Model3,260,175.5574464
1924,4,1924_4,Item1924,Model4,260,175.5574464
1381,1,1381_1,Item1381,Model1,516,366.4506497
1381,2,1381_2,Item1381,Model2,516,366.4506497
1381,3,1381_3,Item1381,Model3,516,366.4506497
1381,4,1381_4,Item1381,Model4,516,366.4506497
1717,1,1717_1,Item1717,Model1,516,408.186087
1717,2,1717_2,Item1717,Model2,516,408.186087
1717,3,1717_3,Item1717,Model3,516,408.186087
1717,4,1717_4,Item1717,Model4,516,408.186087
1114,1,1114_1,Item1114,Model1,261,192.2107374
1114,2,1114_2,Item1114,Model2,261,192.2107374
1114,3,1114_3,Item1114,Model3,261,192.2107374
1114,4,1114_4,Item1114,Model4,261,192.2107374
1295,1,1295_1,Item1295,Model1,261,185.2611432
1295,2,1295_2,Item1295,Model2,261,185.2611432
1295,3,1295_3,Item1295,Model3,261,185.2611432
1295,4,1295_4,Item1295,Model4,261,185.2611432
1504,1,1504_1,Item1504,Model1,261,161.8024728
1504,2,1504_2,Item1504,Model2,261,161.8024728
1504,3,1504_3,Item1504,Model3,261,161.8024728
1504,4,1504_4,Item1504,Model4,261,161.8024728
1586,1,1586_1,Item1586,Model1,261,184.9549745
1586,2,1586_2,Item1586,Model2,261,184.9549745
1586,3,1586_3,Item1586,Model3,261,184.9549745
1586,4,1586_4,Item1586,Model4,261,184.9549745
1775,1,1775_1,Item1775,Model1,773,464.8135929
1775,2,1775_2,Item1775,Model2,773,464.8135929
1775,3,1775_3,Item1775,Model3,773,464.8135929
1775,4,1775_4,Item1775,Model4,773,464.8135929
1282,1,1282_1,Item1282,Model1,262,176.1365967
1282,2,1282_2,Item1282,Model2,262,176.1365967
1282,3,1282_3,Item1282,Model3,262,176.1365967
1282,4,1282_4,Item1282,Model4,262,176.1365967
1113,1,1113_1,Item1113,Model1,518,398.3082085
1113,2,1113_2,Item1113,Model2,518,398.3082085
1113,3,1113_3,Item1113,Model3,518,398.3082085
1113,4,1113_4,Item1113,Model4,518,398.3082085
1653,1,1653_1,Item1653,Model1,518,387.0613828
1653,2,1653_2,Item1653,Model2,518,387.0613828
1653,3,1653_3,Item1653,Model3,518,387.0613828
1653,4,1653_4,Item1653,Model4,518,387.0613828
1859,1,1859_1,Item1859,Model1,518,349.2172277
1859,2,1859_2,Item1859,Model2,518,349.2172277
1859,3,1859_3,Item1859,Model3,518,349.2172277
1859,4,1859_4,Item1859,Model4,518,349.2172277
1393,1,1393_1,Item1393,Model1,774,589.9437518
1393,2,1393_2,Item1393,Model2,774,589.9437518
1393,3,1393_3,Item1393,Model3,774,589.9437518
1393,4,1393_4,Item1393,Model4,774,589.9437518
1333,1,1333_1,Item1333,Model1,263,180.1779031
1333,2,1333_2,Item1333,Model2,263,180.1779031
1333,3,1333_3,Item1333,Model3,263,180.1779031
1333,4,1333_4,Item1333,Model4,263,180.1779031
1350,1,1350_1,Item1350,Model1,263,205.5567154
1350,2,1350_2,Item1350,Model2,263,205.5567154
1350,3,1350_3,Item1350,Model3,263,205.5567154
1350,4,1350_4,Item1350,Model4,263,205.5567154
1352,1,1352_1,Item1352,Model1,263,164.8450337
1352,2,1352_2,Item1352,Model2,263,164.8450337
1352,3,1352_3,Item1352,Model3,263,164.8450337
1352,4,1352_4,Item1352,Model4,263,164.8450337
1919,1,1919_1,Item1919,Model1,263,173.6280258
1919,2,1919_2,Item1919,Model2,263,173.6280258
1919,3,1919_3,Item1919,Model3,263,173.6280258
1919,4,1919_4,Item1919,Model4,263,173.6280258
1096,1,1096_1,Item1096,Model1,519,353.6451876
1096,2,1096_2,Item1096,Model2,519,353.6451876
1096,3,1096_3,Item1096,Model3,519,353.6451876
1096,4,1096_4,Item1096,Model4,519,353.6451876
1571,1,1571_1,Item1571,Model1,519,328.6024421
1571,2,1571_2,Item1571,Model2,519,328.6024421
1571,3,1571_3,Item1571,Model3,519,328.6024421
1571,4,1571_4,Item1571,Model4,519,328.6024421
1309,1,1309_1,Item1309,Model1,775,482.9349898
1309,2,1309_2,Item1309,Model2,775,482.9349898
1309,3,1309_3,Item1309,Model3,775,482.9349898
1309,4,1309_4,Item1309,Model4,775,482.9349898
1564,1,1564_1,Item1564,Model1,775,472.4886408
1564,2,1564_2,Item1564,Model2,775,472.4886408
1564,3,1564_3,Item1564,Model3,775,472.4886408
1564,4,1564_4,Item1564,Model4,775,472.4886408
1322,1,1322_1,Item1322,Model1,264,170.8953008
1322,2,1322_2,Item1322,Model2,264,170.8953008
1322,3,1322_3,Item1322,Model3,264,170.8953008
1322,4,1322_4,Item1322,Model4,264,170.8953008
1837,1,1837_1,Item1837,Model1,264,166.6469859
1837,2,1837_2,Item1837,Model2,264,166.6469859
1837,3,1837_3,Item1837,Model3,264,166.6469859
1837,4,1837_4,Item1837,Model4,264,166.6469859
1529,1,1529_1,Item1529,Model1,520,364.9121967
1529,2,1529_2,Item1529,Model2,520,364.9121967
1529,3,1529_3,Item1529,Model3,520,364.9121967
1529,4,1529_4,Item1529,Model4,520,364.9121967
1563,1,1563_1,Item1563,Model1,776,508.2519111
1563,2,1563_2,Item1563,Model2,776,508.2519111
1563,3,1563_3,Item1563,Model3,776,508.2519111
1563,4,1563_4,Item1563,Model4,776,508.2519111
1124,1,1124_1,Item1124,Model1,265,197.4670511
1124,2,1124_2,Item1124,Model2,265,197.4670511
1124,3,1124_3,Item1124,Model3,265,197.4670511
1124,4,1124_4,Item1124,Model4,265,197.4670511
1285,1,1285_1,Item1285,Model1,265,193.230218
1285,2,1285_2,Item1285,Model2,265,193.230218
1285,3,1285_3,Item1285,Model3,265,193.230218
1285,4,1285_4,Item1285,Model4,265,193.230218
1764,1,1764_1,Item1764,Model1,265,165.7712083
1764,2,1764_2,Item1764,Model2,265,165.7712083
1764,3,1764_3,Item1764,Model3,265,165.7712083
1764,4,1764_4,Item1764,Model4,265,165.7712083
1889,1,1889_1,Item1889,Model1,265,197.1690636
1889,2,1889_2,Item1889,Model2,265,197.1690636
1889,3,1889_3,Item1889,Model3,265,197.1690636
1889,4,1889_4,Item1889,Model4,265,197.1690636
1065,1,1065_1,Item1065,Model1,521,347.4578719
1065,2,1065_2,Item1065,Model2,521,347.4578719
1065,3,1065_3,Item1065,Model3,521,347.4578719
1065,4,1065_4,Item1065,Model4,521,347.4578719
1388,1,1388_1,Item1388,Model1,521,405.7053451
1388,2,1388_2,Item1388,Model2,521,405.7053451
1388,3,1388_3,Item1388,Model3,521,405.7053451
1388,4,1388_4,Item1388,Model4,521,405.7053451
1118,1,1118_1,Item1118,Model1,777,565.6967495
1118,2,1118_2,Item1118,Model2,777,565.6967495
1118,3,1118_3,Item1118,Model3,777,565.6967495
1118,4,1118_4,Item1118,Model4,777,565.6967495
1246,1,1246_1,Item1246,Model1,777,592.7849151
1246,2,1246_2,Item1246,Model2,777,592.7849151
1246,3,1246_3,Item1246,Model3,777,592.7849151
1246,4,1246_4,Item1246,Model4,777,592.7849151
1389,1,1389_1,Item1389,Model1,777,620.4250094
1389,2,1389_2,Item1389,Model2,777,620.4250094
1389,3,1389_3,Item1389,Model3,777,620.4250094
1389,4,1389_4,Item1389,Model4,777,620.4250094
1656,1,1656_1,Item1656,Model1,266,174.9206067
1656,2,1656_2,Item1656,Model2,266,174.9206067
1656,3,1656_3,Item1656,Model3,266,174.9206067
1656,4,1656_4,Item1656,Model4,266,174.9206067
1740,1,1740_1,Item1740,Model1,266,207.8483659
1740,2,1740_2,Item1740,Model2,266,207.8483659
1740,3,1740_3,Item1740,Model3,266,207.8483659
1740,4,1740_4,Item1740,Model4,266,207.8483659
1770,1,1770_1,Item1770,Model1,266,201.7311611
1770,2,1770_2,Item1770,Model2,266,201.7311611
1770,3,1770_3,Item1770,Model3,266,201.7311611
1770,4,1770_4,Item1770,Model4,266,201.7311611
1436,1,1436_1,Item1436,Model1,522,369.473109
1436,2,1436_2,Item1436,Model2,522,369.473109
1436,3,1436_3,Item1436,Model3,522,369.473109
1436,4,1436_4,Item1436,Model4,522,369.473109
1052,1,1052_1,Item1052,Model1,778,528.7382436
1052,2,1052_2,Item1052,Model2,778,528.7382436
1052,3,1052_3,Item1052,Model3,778,528.7382436
1052,4,1052_4,Item1052,Model4,778,528.7382436
1482,1,1482_1,Item1482,Model1,778,602.6924086
1482,2,1482_2,Item1482,Model2,778,602.6924086
1482,3,1482_3,Item1482,Model3,778,602.6924086
1482,4,1482_4,Item1482,Model4,778,602.6924086
1841,1,1841_1,Item1841,Model1,778,483.1748231
1841,2,1841_2,Item1841,Model2,778,483.1748231
1841,3,1841_3,Item1841,Model3,778,483.1748231
1841,4,1841_4,Item1841,Model4,778,483.1748231
1871,1,1871_1,Item1871,Model1,778,598.2580397
1871,2,1871_2,Item1871,Model2,778,598.2580397
1871,3,1871_3,Item1871,Model3,778,598.2580397
1871,4,1871_4,Item1871,Model4,778,598.2580397
1589,1,1589_1,Item1589,Model1,267,184.7600739
1589,2,1589_2,Item1589,Model2,267,184.7600739
1589,3,1589_3,Item1589,Model3,267,184.7600739
1589,4,1589_4,Item1589,Model4,267,184.7600739
1682,1,1682_1,Item1682,Model1,523,378.1184261
1682,2,1682_2,Item1682,Model2,523,378.1184261
1682,3,1682_3,Item1682,Model3,523,378.1184261
1682,4,1682_4,Item1682,Model4,523,378.1184261
1710,1,1710_1,Item1710,Model1,523,340.4006679
1710,2,1710_2,Item1710,Model2,523,340.4006679
1710,3,1710_3,Item1710,Model3,523,340.4006679
1710,4,1710_4,Item1710,Model4,523,340.4006679
1383,1,1383_1,Item1383,Model1,779,550.1285964
1383,2,1383_2,Item1383,Model2,779,550.1285964
1383,3,1383_3,Item1383,Model3,779,550.1285964
1383,4,1383_4,Item1383,Model4,779,550.1285964
1561,1,1561_1,Item1561,Model1,268,166.6308491
1561,2,1561_2,Item1561,Model2,268,166.6308491
1561,3,1561_3,Item1561,Model3,268,166.6308491
1561,4,1561_4,Item1561,Model4,268,166.6308491
1801,1,1801_1,Item1801,Model1,268,196.1232065
1801,2,1801_2,Item1801,Model2,268,196.1232065
1801,3,1801_3,Item1801,Model3,268,196.1232065
1801,4,1801_4,Item1801,Model4,268,196.1232065
1402,1,1402_1,Item1402,Model1,524,384.5793555
1402,2,1402_2,Item1402,Model2,524,384.5793555
1402,3,1402_3,Item1402,Model3,524,384.5793555
1402,4,1402_4,Item1402,Model4,524,384.5793555
1963,1,1963_1,Item1963,Model1,524,345.010924
1963,2,1963_2,Item1963,Model2,524,345.010924
1963,3,1963_3,Item1963,Model3,524,345.010924
1963,4,1963_4,Item1963,Model4,524,345.010924
1635,1,1635_1,Item1635,Model1,780,561.5437726
1635,2,1635_2,Item1635,Model2,780,561.5437726
1635,3,1635_3,Item1635,Model3,780,561.5437726
1635,4,1635_4,Item1635,Model4,780,561.5437726
1169,1,1169_1,Item1169,Model1,269,173.0668365
1169,2,1169_2,Item1169,Model2,269,173.0668365
1169,3,1169_3,Item1169,Model3,269,173.0668365
1169,4,1169_4,Item1169,Model4,269,173.0668365
1748,1,1748_1,Item1748,Model1,269,203.4110484
1748,2,1748_2,Item1748,Model2,269,203.4110484
1748,3,1748_3,Item1748,Model3,269,203.4110484
1748,4,1748_4,Item1748,Model4,269,203.4110484
1106,1,1106_1,Item1106,Model1,525,382.8986373
1106,2,1106_2,Item1106,Model2,525,382.8986373
1106,3,1106_3,Item1106,Model3,525,382.8986373
1106,4,1106_4,Item1106,Model4,525,382.8986373
1459,1,1459_1,Item1459,Model1,525,365.5130879
1459,2,1459_2,Item1459,Model2,525,365.5130879
1459,3,1459_3,Item1459,Model3,525,365.5130879
1459,4,1459_4,Item1459,Model4,525,365.5130879
1552,1,1552_1,Item1552,Model1,525,388.9600525
1552,2,1552_2,Item1552,Model2,525,388.9600525
1552,3,1552_3,Item1552,Model3,525,388.9600525
1552,4,1552_4,Item1552,Model4,525,388.9600525
1759,1,1759_1,Item1759,Model1,525,352.1128106
1759,2,1759_2,Item1759,Model2,525,352.1128106
1759,3,1759_3,Item1759,Model3,525,352.1128106
1759,4,1759_4,Item1759,Model4,525,352.1128106
1476,1,1476_1,Item1476,Model1,270,196.0209869
1476,2,1476_2,Item1476,Model2,270,196.0209869
1476,3,1476_3,Item1476,Model3,270,196.0209869
1476,4,1476_4,Item1476,Model4,270,196.0209869
1479,1,1479_1,Item1479,Model1,270,183.6632389
1479,2,1479_2,Item1479,Model2,270,183.6632389
1479,3,1479_3,Item1479,Model3,270,183.6632389
1479,4,1479_4,Item1479,Model4,270,183.6632389
1565,1,1565_1,Item1565,Model1,526,382.2964096
1565,2,1565_2,Item1565,Model2,526,382.2964096
1565,3,1565_3,Item1565,Model3,526,382.2964096
1565,4,1565_4,Item1565,Model4,526,382.2964096
1180,1,1180_1,Item1180,Model1,271,186.4612028
1180,2,1180_2,Item1180,Model2,271,186.4612028
1180,3,1180_3,Item1180,Model3,271,186.4612028
1180,4,1180_4,Item1180,Model4,271,186.4612028
1346,1,1346_1,Item1346,Model1,527,322.6746242
1346,2,1346_2,Item1346,Model2,527,322.6746242
1346,3,1346_3,Item1346,Model3,527,322.6746242
1346,4,1346_4,Item1346,Model4,527,322.6746242
1557,1,1557_1,Item1557,Model1,527,375.1726527
1557,2,1557_2,Item1557,Model2,527,375.1726527
1557,3,1557_3,Item1557,Model3,527,375.1726527
1557,4,1557_4,Item1557,Model4,527,375.1726527
1044,1,1044_1,Item1044,Model1,783,609.0097659
1044,2,1044_2,Item1044,Model2,783,609.0097659
1044,3,1044_3,Item1044,Model3,783,609.0097659
1044,4,1044_4,Item1044,Model4,783,609.0097659
1530,1,1530_1,Item1530,Model1,783,493.2559933
1530,2,1530_2,Item1530,Model2,783,493.2559933
1530,3,1530_3,Item1530,Model3,783,493.2559933
1530,4,1530_4,Item1530,Model4,783,493.2559933
1704,1,1704_1,Item1704,Model1,783,611.1214487
1704,2,1704_2,Item1704,Model2,783,611.1214487
1704,3,1704_3,Item1704,Model3,783,611.1214487
1704,4,1704_4,Item1704,Model4,783,611.1214487
1074,1,1074_1,Item1074,Model1,272,196.3380486
1074,2,1074_2,Item1074,Model2,272,196.3380486
1074,3,1074_3,Item1074,Model3,272,196.3380486
1074,4,1074_4,Item1074,Model4,272,196.3380486
1737,1,1737_1,Item1737,Model1,272,191.258242
1737,2,1737_2,Item1737,Model2,272,191.258242
1737,3,1737_3,Item1737,Model3,272,191.258242
1737,4,1737_4,Item1737,Model4,272,191.258242
1324,1,1324_1,Item1324,Model1,528,376.0980146
1324,2,1324_2,Item1324,Model2,528,376.0980146
1324,3,1324_3,Item1324,Model3,528,376.0980146
1324,4,1324_4,Item1324,Model4,528,376.0980146
1893,1,1893_1,Item1893,Model1,528,403.6640988
1893,2,1893_2,Item1893,Model2,528,403.6640988
1893,3,1893_3,Item1893,Model3,528,403.6640988
1893,4,1893_4,Item1893,Model4,528,403.6640988
1015,1,1015_1,Item1015,Model1,784,618.8272829
1015,2,1015_2,Item1015,Model2,784,618.8272829
1015,3,1015_3,Item1015,Model3,784,618.8272829
1015,4,1015_4,Item1015,Model4,784,618.8272829
1675,1,1675_1,Item1675,Model1,784,601.7627633
1675,2,1675_2,Item1675,Model2,784,601.7627633
1675,3,1675_3,Item1675,Model3,784,601.7627633
1675,4,1675_4,Item1675,Model4,784,601.7627633
1691,1,1691_1,Item1691,Model1,784,536.5114855
1691,2,1691_2,Item1691,Model2,784,536.5114855
1691,3,1691_3,Item1691,Model3,784,536.5114855
1691,4,1691_4,Item1691,Model4,784,536.5114855
1785,1,1785_1,Item1785,Model1,784,556.1279412
1785,2,1785_2,Item1785,Model2,784,556.1279412
1785,3,1785_3,Item1785,Model3,784,556.1279412
1785,4,1785_4,Item1785,Model4,784,556.1279412
1971,1,1971_1,Item1971,Model1,273,170.262926
1971,2,1971_2,Item1971,Model2,273,170.262926
1971,3,1971_3,Item1971,Model3,273,170.262926
1971,4,1971_4,Item1971,Model4,273,170.262926
1826,1,1826_1,Item1826,Model1,529,327.1477516
1826,2,1826_2,Item1826,Model2,529,327.1477516
1826,3,1826_3,Item1826,Model3,529,327.1477516
1826,4,1826_4,Item1826,Model4,529,327.1477516
1307,1,1307_1,Item1307,Model1,785,608.6994384
1307,2,1307_2,Item1307,Model2,785,608.6994384
1307,3,1307_3,Item1307,Model3,785,608.6994384
1307,4,1307_4,Item1307,Model4,785,608.6994384
1864,1,1864_1,Item1864,Model1,785,492.2409797
1864,2,1864_2,Item1864,Model2,785,492.2409797
1864,3,1864_3,Item1864,Model3,785,492.2409797
1864,4,1864_4,Item1864,Model4,785,492.2409797
1869,1,1869_1,Item1869,Model1,785,602.3522366
1869,2,1869_2,Item1869,Model2,785,602.3522366
1869,3,1869_3,Item1869,Model3,785,602.3522366
1869,4,1869_4,Item1869,Model4,785,602.3522366
1066,1,1066_1,Item1066,Model1,274,188.1372208
1066,2,1066_2,Item1066,Model2,274,188.1372208
1066,3,1066_3,Item1066,Model3,274,188.1372208
1066,4,1066_4,Item1066,Model4,274,188.1372208
1112,1,1112_1,Item1112,Model1,274,208.44761
1112,2,1112_2,Item1112,Model2,274,208.44761
1112,3,1112_3,Item1112,Model3,274,208.44761
1112,4,1112_4,Item1112,Model4,274,208.44761
1695,1,1695_1,Item1695,Model1,274,164.8071575
1695,2,1695_2,Item1695,Model2,274,164.8071575
1695,3,1695_3,Item1695,Model3,274,164.8071575
1695,4,1695_4,Item1695,Model4,274,164.8071575
1067,1,1067_1,Item1067,Model1,530,408.8114165
1067,2,1067_2,Item1067,Model2,530,408.8114165
1067,3,1067_3,Item1067,Model3,530,408.8114165
1067,4,1067_4,Item1067,Model4,530,408.8114165
1488,1,1488_1,Item1488,Model1,530,404.9189877
1488,2,1488_2,Item1488,Model2,530,404.9189877
1488,3,1488_3,Item1488,Model3,530,404.9189877
1488,4,1488_4,Item1488,Model4,530,404.9189877
1418,1,1418_1,Item1418,Model1,786,561.223083
1418,2,1418_2,Item1418,Model2,786,561.223083
1418,3,1418_3,Item1418,Model3,786,561.223083
1418,4,1418_4,Item1418,Model4,786,561.223083
1855,1,1855_1,Item1855,Model1,275,212.3037852
1855,2,1855_2,Item1855,Model2,275,212.3037852
1855,3,1855_3,Item1855,Model3,275,212.3037852
1855,4,1855_4,Item1855,Model4,275,212.3037852
1970,1,1970_1,Item1970,Model1,275,209.2401691
1970,2,1970_2,Item1970,Model2,275,209.2401691
1970,3,1970_3,Item1970,Model3,275,209.2401691
1970,4,1970_4,Item1970,Model4,275,209.2401691
1248,1,1248_1,Item1248,Model1,531,354.0159666
1248,2,1248_2,Item1248,Model2,531,354.0159666
1248,3,1248_3,Item1248,Model3,531,354.0159666
1248,4,1248_4,Item1248,Model4,531,354.0159666
1286,1,1286_1,Item1286,Model1,787,546.1294396
1286,2,1286_2,Item1286,Model2,787,546.1294396
1286,3,1286_3,Item1286,Model3,787,546.1294396
1286,4,1286_4,Item1286,Model4,787,546.1294396
1606,1,1606_1,Item1606,Model1,787,586.2161142
1606,2,1606_2,Item1606,Model2,787,586.2161142
1606,3,1606_3,Item1606,Model3,787,586.2161142
1606,4,1606_4,Item1606,Model4,787,586.2161142
1967,1,1967_1,Item1967,Model1,787,504.1720549
1967,2,1967_2,Item1967,Model2,787,504.1720549
1967,3,1967_3,Item1967,Model3,787,504.1720549
1967,4,1967_4,Item1967,Model4,787,504.1720549
1999,1,1999_1,Item1999,Model1,787,558.3551093
1999,2,1999_2,Item1999,Model2,787,558.3551093
1999,3,1999_3,Item1999,Model3,787,558.3551093
1999,4,1999_4,Item1999,Model4,787,558.3551093
1433,1,1433_1,Item1433,Model1,532,399.118078
1433,2,1433_2,Item1433,Model2,532,399.118078
1433,3,1433_3,Item1433,Model3,532,399.118078
1433,4,1433_4,Item1433,Model4,532,399.118078
1583,1,1583_1,Item1583,Model1,532,321.8712282
1583,2,1583_2,Item1583,Model2,532,321.8712282
1583,3,1583_3,Item1583,Model3,532,321.8712282
1583,4,1583_4,Item1583,Model4,532,321.8712282
1662,1,1662_1,Item1662,Model1,532,327.8590616
1662,2,1662_2,Item1662,Model2,532,327.8590616
1662,3,1662_3,Item1662,Model3,532,327.8590616
1662,4,1662_4,Item1662,Model4,532,327.8590616
1158,1,1158_1,Item1158,Model1,788,507.951237
1158,2,1158_2,Item1158,Model2,788,507.951237
1158,3,1158_3,Item1158,Model3,788,507.951237
1158,4,1158_4,Item1158,Model4,788,507.951237
1384,1,1384_1,Item1384,Model1,788,546.8208451
1384,2,1384_2,Item1384,Model2,788,546.8208451
1384,3,1384_3,Item1384,Model3,788,546.8208451
1384,4,1384_4,Item1384,Model4,788,546.8208451
1317,1,1317_1,Item1317,Model1,277,177.8574231
1317,2,1317_2,Item1317,Model2,277,177.8574231
1317,3,1317_3,Item1317,Model3,277,177.8574231
1317,4,1317_4,Item1317,Model4,277,177.8574231
1707,1,1707_1,Item1707,Model1,277,211.9426333
1707,2,1707_2,Item1707,Model2,277,211.9426333
1707,3,1707_3,Item1707,Model3,277,211.9426333
1707,4,1707_4,Item1707,Model4,277,211.9426333
1510,1,1510_1,Item1510,Model1,533,344.778176
1510,2,1510_2,Item1510,Model2,533,344.778176
1510,3,1510_3,Item1510,Model3,533,344.778176
1510,4,1510_4,Item1510,Model4,533,344.778176
1607,1,1607_1,Item1607,Model1,533,344.4986452
1607,2,1607_2,Item1607,Model2,533,344.4986452
1607,3,1607_3,Item1607,Model3,533,344.4986452
1607,4,1607_4,Item1607,Model4,533,344.4986452
1681,1,1681_1,Item1681,Model1,533,387.0865841
1681,2,1681_2,Item1681,Model2,533,387.0865841
1681,3,1681_3,Item1681,Model3,533,387.0865841
1681,4,1681_4,Item1681,Model4,533,387.0865841
1546,1,1546_1,Item1546,Model1,789,535.4403186
1546,2,1546_2,Item1546,Model2,789,535.4403186
1546,3,1546_3,Item1546,Model3,789,535.4403186
1546,4,1546_4,Item1546,Model4,789,535.4403186
1652,1,1652_1,Item1652,Model1,278,207.0696877
1652,2,1652_2,Item1652,Model2,278,207.0696877
1652,3,1652_3,Item1652,Model3,278,207.0696877
1652,4,1652_4,Item1652,Model4,278,207.0696877
1789,1,1789_1,Item1789,Model1,278,175.8056786
1789,2,1789_2,Item1789,Model2,278,175.8056786
1789,3,1789_3,Item1789,Model3,278,175.8056786
1789,4,1789_4,Item1789,Model4,278,175.8056786
1079,1,1079_1,Item1079,Model1,534,426.6207713
1079,2,1079_2,Item1079,Model2,534,426.6207713
1079,3,1079_3,Item1079,Model3,534,426.6207713
1079,4,1079_4,Item1079,Model4,534,426.6207713
1673,1,1673_1,Item1673,Model1,534,355.9556479
1673,2,1673_2,Item1673,Model2,534,355.9556479
